	n_estimators	target
0	301	Gm2a
0	291	Slc36a1
0	466	Atox1
0	312	G3bp1
0	184	Fam114a2
0	192	Mfap3
0	58	Galnt10
0	181	Sap30l
0	362	Larp1
0	281	Cnot8
0	189	Gemin5
0	235	Mrpl22
0	215	Irgm2
0	155	Zfp692
0	179	Zfp672
0	333	Sh3bp5l
0	193	2810021J22Rik
0	143	Zfp39
0	318	Hist3h2ba
0	299	Hist3h2a
0	164	Trim11
0	25	Iba57
0	264	Guk1
0	36	2610507I01Rik
0	314	Mrpl55
0	228	2310033P09Rik
0	161	Wnt9a
0	183	Jmjd4
0	110	Zfp867
0	25	Zkscan17
0	252	4933439C10Rik
0	357	Mprip
0	195	Flcn
0	121	Gm16062
0	324	Cops3
0	258	Nt5m
0	281	Med9
0	318	Rai1
0	287	Tom1l2
0	25	Atpaf2
0	198	Gid4
0	281	Drg2
0	262	Alkbh5
0	272	Llgl1
0	146	Flii
0	200	Mief2
0	25	Top3a
0	202	Smcr8
0	91	Shmt1
0	244	Dhrs7b
0	196	Tmem11
0	180	Map2k3
0	205	Kcnj12
0	196	Aldh3a2
0	54	Mapk7
0	324	B9d1
0	218	Prpsap2
0	318	Ulk2
0	155	Akap10
0	243	Specc1
0	236	Adora2b
0	221	Zswim7
0	275	Ttc19
0	421	Ncor1
0	80	Pigl
0	387	Gm1821_loc1
0	189	Trpv2
0	383	2410006H16Rik
0	505	Snord49b
0	54	Fam211a
0	151	Mmgt2
0	117	Zfp287
0	162	Zfp286
0	268	Tvp23b
0	242	Cox10
0	195	2810001G20Rik
0	129	Elac2
0	172	Zkscan6
0	197	Adprm
0	135	Sco1
0	223	Myh3
0	423	Gas7
0	248	Stx8
0	89	Pik3r6
0	354	Myh10
0	262	Ndel1
0	408	Gm15772
0	85	Slc25a35
0	166	Rangrf
0	133	Pfas
0	192	Ctc1
0	203	2310047M10Rik
0	280	Per1
0	94	Aloxe3
0	133	Alox12b
0	109	Cntrob
0	329	Trappc1
0	93	Cyb5d1
0	311	Lsmd1
0	199	Kdm6b
0	102	Trp53
0	207	Sat2
0	268	Fxr2
0	165	Mpdu1
0	494	Eif4a1
0	311	Senp3
0	53	Polr2a
0	343	Zbtb4
0	247	Nlgn2
0	401	Tmem256
0	132	Plscr3
0	267	Neurl4
0	274	Gps2
0	343	Eif5a
0	260	Elp5
0	203	Ctdnep1
0	447	Gabarap
0	240	Phf23
0	165	Dvl2
0	268	Acadvl
0	149	Slc16a11
0	25	Slc16a13
0	263	0610010K14Rik
0	219	Pelp1
0	245	Arrb2
0	174	Med11
0	472	Psmb6
0	213	Pld2
0	348	Mink1
0	272	Rnf167
0	25	Eno3
0	235	Spag7
0	39	Inca1
0	350	Kif1c
0	142	Zfp3
0	331	Rabep1
0	258	Nup88
0	207	Rpain
0	283	C1qbp
0	202	Derl2
0	157	Mis12
0	208	4933427D14Rik
0	365	Txndc17
0	245	Med31
0	197	4930563E22Rik
0	206	Xaf1
0	172	Mybbp1a
0	231	Spns2
0	311	Ube2g1
0	212	Ankfy1
0	350	Zzef1
0	292	Camkk1
0	195	1200014J11Rik
0	345	Emc6
0	289	Tax1bp3
0	34	Ctns
0	25	Shpk
0	183	E130309D14Rik
0	280	Cluh
0	253	Mettl16
0	290	Mnt
0	246	Tsr1
0	316	Srr
0	264	Smg6
0	234	Ovca2
0	135	Dph1
0	243	Rpa1
0	198	Smyd4
0	100	Wdr81
0	350	Mir22hg
0	322	Prpf8
0	231	Scarf1
0	258	Slc43a2
0	222	Inpp5k
0	241	Myo1c
0	317	Crk
0	272	Vps53
0	120	Gemin4
0	119	Dbil5
0	365	Glod4
0	209	Rnmtl1
0	320	Timm22
0	209	Bhlha9
0	278	Gosr1
0	300	Blmh
0	305	Ccdc55
0	38	Efcab5
0	359	Ssh2
0	280	Ankrd13b
0	287	Git1
0	25	Trp53i13
0	396	Nufip2
0	413	Myo18a
0	244	Phf12
0	181	Dhrs13
0	246	Flot2
0	127	Eral1
0	239	Fam222b
0	42	Traf4
0	25	Nek8
0	327	Rpl23a
0	25	Snord42b
0	141	Rab34
0	269	Supt6
0	409	Sdf2
0	392	2610507B11Rik
0	67	Spag5
0	224	Pigs
0	285	Unc119
0	127	Slc46a1
0	211	Sarm1
0	273	Tmem199
0	308	Poldip2
0	358	Ift20
0	183	Fam58b
0	204	Lyrm9
0	131	Ksr1
0	328	Wsb1
0	245	Nf1
0	123	Rab11fip4
0	182	Utp6
0	256	Suz12
0	25	Crlf3
0	90	Atad5
0	141	Tefm
0	121	Rnf135
0	275	Rhot1
0	130	Rhbdl3
0	329	5730455P16Rik
0	332	Zfp207
0	374	Psmd11
0	165	Zfp830
0	132	Lig3
0	168	Rad51d
0	31	Nle1
0	75	Pex12
0	234	Rasl10b
0	172	Taf15
0	230	Heatr6
0	217	Ddx52
0	320	Synrg
0	272	Tada2a
0	290	Acaca
0	157	Aatf
0	87	Mrm1
0	336	Ggnbp2
0	28	Pigw
0	68	Myo19
0	318	Znhit3
0	270	Appbp2
0	186	Ppm1d
0	276	Bcas3
0	211	Ints2
0	289	Med13
0	191	Rnft1
0	298	Rps6kb1
0	180	Tubd1
0	252	Ptrh2
0	194	Dhx40
0	284	Gdpd1
0	135	Smg8
0	182	Ska2
0	79	Rad51c
0	300	Mtmr4
0	334	Supt4a
0	321	Bzrap1
0	26	Mks1
0	336	Srsf1
0	322	Vezf1
0	257	Cuedc1
0	261	Mrps23
0	255	Akap1
0	187	Scpep1
0	203	Coil
0	165	Trim25
0	44	Nog
0	202	Stxbp4
0	215	Cox11
0	193	Tom1l1
0	254	Mbtd1
0	415	Nme2
0	423	Spag9
0	25	Wfikkn2
0	315	Ankrd40
0	79	Rsad1
0	277	Lrrc59
0	362	Mrpl27
0	176	Xylt2
0	361	Ppp1r9b
0	217	Samd14
0	188	Pdk2
0	177	Itga3
0	248	Kat7
0	323	Slc35b1
0	406	Spop
0	354	Phb
0	168	1110035M17Rik
0	61	B130006D01Rik
0	58	Zfp652
0	159	Phospho1
0	285	Snf8
0	118	Skap1
0	175	Snx11
0	274	Cbx1
0	50	Gm11517
0	415	Nfe2l1
0	184	Cdk5rap3
0	257	Pnpo
0	27	D030028A08Rik
0	25	Sp2
0	49	Lrrc46
0	268	Mrpl10
0	194	Osbpl7
0	181	Tbkbp1
0	313	Kpnb1
0	326	Mrpl45
0	316	Socs7
0	389	Arhgap23
0	241	Mllt6
0	305	Cisd3
0	385	Psmb3
0	311	Pip4k2b
0	167	Cwc25
0	497	Rpl23
0	295	Lasp1
0	232	B230217C12Rik
0	401	Rpl19
0	229	Fbxl20
0	256	Med1
0	272	Cdk12
0	317	Stard3
0	239	Tcap
0	135	Pgap3
0	357	Psmd3
0	371	Thra
0	350	Msl1
0	277	Casc3
0	374	Rapgefl1
0	261	Wipf2
0	159	Rara
0	162	Smarce1
0	246	Krt222
0	192	Krt10
0	25	Krt9
0	471	Eif1
0	141	Fkbp10
0	270	Nt5c3b
0	172	Klhl11
0	373	Dnajc7
0	165	Nkiras2
0	248	Rab5c
0	159	Kcnh4
0	136	Ghdc
0	121	Naglu
0	241	Coasy
0	297	Mlx
0	60	Fam134c
0	251	Tubg1
0	201	Tubg2
0	117	Plekhh3
0	213	Ezh1
0	361	Vps25
0	402	Coa3
0	293	Becn1
0	286	Psme3
0	326	Aarsd1
0	62	Ptges3l
0	198	Rundc1
0	475	Rpl27
0	228	Ifi35
0	48	Vat1
0	260	Nbr1
0	201	Tmem106a
0	230	Rdm1
0	275	Arl4d
0	202	Dhx8
0	302	Mpp2
0	266	Tmem101
0	261	Lsm12
0	257	G6pc3
0	208	Hdac5
0	305	Tmub2
0	306	Atxn7l3
0	391	Rundc3a
0	295	Slc25a39
0	400	Grn
0	83	Itga2b
0	366	Gpatch8
0	251	Fzd2
0	259	Ccdc43
0	318	Adam11
0	279	Eftud2
0	69	Ccdc103
0	25	Plcd3
0	224	Acbd4
0	337	Hexim1
0	149	Hexim2
0	220	Fmnl1
0	35	Plekhm1
0	275	Gosr2
0	281	Wnt3
0	214	Arf2
0	213	Crhr1
0	535	Mapt
0	213	Mettl2
0	92	1700052K11Rik
0	242	Tlk2
0	437	Tanc2
0	249	Ace
0	86	Taco1
0	156	Map3k3
0	199	Strada
0	364	Ccdc47
0	272	Ddx42
0	117	Ftsj3
0	393	Psmc5
0	36	Smarcd2
0	326	Snord104
0	267	Tex2
0	25	Polg2
0	577	Ddx5
0	29	Mir3064
0	47	Cep95
0	222	Smurf2
0	202	Kpna2
0	328	Bptf
0	254	Nol11
0	367	Psmd12
0	232	Helz
0	30	Cep112
0	224	Axin2
0	99	Rgs9
0	301	Gna13
0	240	Amz2
0	155	Abca8b
0	25	Abca6
0	312	Abca5
0	161	Map2k6
0	172	Kcnj2
0	241	Cog1
0	284	Fam104a
0	141	D11Wsu47e
0	43	Sdk2
0	474	Rpl38
0	188	Nat9
0	105	Tmem104
0	25	Fdxr
0	320	Hid1
0	259	Cdr2l
0	332	Ict1
0	229	Kctd2
0	107	Armc7
0	284	Nt5c
0	230	Nup85
0	218	Gga3
0	330	Mrps7
0	197	Slc25a19
0	221	2310067B10Rik
0	116	Caskin2
0	127	Tsen54
0	145	Recql5
0	308	Sap30bp
0	118	Galk1
0	160	Unk
0	254	Mrpl38
0	204	Fbf1
0	347	Acox1
0	331	Ten1
0	226	Srp68
0	268	Exoc7
0	215	Gm7367
0	307	Ube2o
0	57	1810032O08Rik
0	152	Jmjd6
0	213	Mettl23
0	309	Srsf2
0	187	Mfsd11
0	272	Mgat5b
0	267	2810008D09Rik
0	318	Sec14l1
0	306	Sept9
0	377	Tnrc6c
0	226	Syngr2
0	25	Afmid
0	35	Tha1
0	279	Pgs1
0	319	Cyth1
0	214	Usp36
0	237	Cant1
0	195	C1qtnf1
0	128	Engase
0	64	Cbx8
0	337	Eif4a3
0	25	Sgsh
0	87	Slc26a11
0	163	Endov
0	312	Rptor
0	220	Chmp6
0	164	Azi1
0	138	Enthd2
0	276	1810043H04Rik
0	206	Slc38a10
0	69	Bahcc1
0	205	0610009L18Rik
0	148	Oxld1
0	201	Ccdc137
0	249	Arl16
0	249	Hgs
0	336	Mrpl12
0	189	Slc25a10
0	308	Fam195b
0	378	P4hb
0	355	Arhgdia
0	326	Anapc11
0	172	Sirt7
0	291	Mafg
0	191	Stra13
0	205	Lrrc45
0	156	Rac3
0	25	Dcxr
0	319	Gps1
0	205	Dus1l
0	368	Fasn
0	106	Ccdc57
0	309	Csnk1d
0	67	Ogfod3
0	210	Hexdc
0	154	BC017643
0	258	Narf
0	270	Foxk2
0	286	Wdr45b
0	84	Fn3krp
0	274	Fn3k
0	173	Tbcd
0	25	B3gntl1
0	111	Metrnl
0	187	1700012B15Rik
0	423	Kif3c
0	202	1110002L01Rik
0	329	Asxl2
0	226	Dtnb
0	413	Dnmt3a
0	92	Pomc
0	316	Dnajc27
0	273	Adcy3
0	61	Cenpo
0	257	Ptrhd1
0	320	Itsn2
0	121	Pfn4
0	403	0610009D07Rik
0	115	BC068281
0	323	Ubxn2a
0	208	Atad2b
0	131	2810032G03Rik
0	297	1110057K04Rik
0	87	Hs1bp3
0	451	Rhob
0	325	Pum2
0	363	Laptm4a
0	303	Wdr35
0	61	Ttc32
0	239	Rdh14
0	324	Smc6
0	187	Rad51ap2
0	164	Tubb2a-ps2
0	393	Ddx1
0	234	Nbas
0	153	E2f6
0	483	Pdia6
0	198	Nol10
0	310	Odc1
0	46	1700030C10Rik
0	254	Asap2
0	199	Itgb1bp1
0	258	Cpsf3
0	187	Iah1
0	32	2410018L13Rik
0	265	Taf1b
0	322	Grhl1
0	32	Klf11
0	192	Cys1
0	186	Mboat2
0	389	Kidins220
0	33	Rsad2
0	259	Cmpk2
0	208	Gm9866
0	339	Rps7
0	125	Rnaseh1
0	204	Trappc12
0	227	Tssc1
0	298	Pxdn
0	257	Tmem18
0	425	Acp1
0	178	Sh3yl1
0	314	Dld
0	259	Cbll1
0	93	Dus4l
0	155	Cog5
0	210	Ccdc71l
0	290	Nampt
0	130	Gdap10
0	121	F730043M19Rik
0	175	Atxn7l1_loc1
0	211	Twistnb
0	334	Snx13
0	121	Ahr
0	266	Ankmy2
0	178	Ispd
0	171	Agmo
0	68	Lsmem1
0	206	Zfp277
0	141	Immp2l
0	284	Pnpla8
0	241	3110039M20Rik
0	59	Prkd1
0	271	G2e3
0	317	Scfd1
0	329	Strn3
0	271	Ap4s1
0	323	Hectd1
0	264	Dtd2
0	154	Nubpl
0	392	Arhgap5
0	305	Akap6
0	298	Sptssa
0	307	Eapp
0	41	Baz1a
0	272	Srp54a
0	252	Fam177a_loc1
0	254	1700047I17Rik2_loc2
0	408	Srp54c
0	291	Ppp2r3c
0	158	1110008L16Rik
0	369	Psma6
0	305	Aldoart2
0	330	Ralgapa1
0	238	Brms1l
0	160	Mbip
0	229	Prps1l3
0	216	Mipol1
0	160	Gemin2
0	303	Pnn
0	196	Ctage5
0	270	Lrfn5
0	111	Klhl28
0	321	Fam179b
0	257	Prpf39
0	153	Fancm
0	259	Mdga2
0	427	Rpl36al
0	274	Mgat2
0	31	Dnaaf2
0	200	9330151L19Rik
0	198	Klhdc1
0	341	Klhdc2
0	372	Nemf
0	247	Arf6
0	242	Atp5s
0	151	Cdkl1
0	377	Atl1
0	250	Gm3086
0	86	Sav1
0	303	Nin
0	33	Pygl
0	344	Tmx1
0	200	Frmd6
0	398	Actr10
0	540	Psma3
0	120	3110056K07Rik
0	359	Arid4a
0	308	Timm9
0	182	2700049A03Rik
0	359	Daam1
0	148	Gpr135
0	26	L3hypdh
0	381	Jkamp
0	258	Pcnxl4
0	253	Dhrs7
0	326	Ppm1a
0	25	4930447C04Rik
0	311	Mnat1
0	144	Trmt5
0	152	Slc38a6
0	168	Prkch
0	308	Hif1a
0	220	Snapc1
0	322	Syt16
0	248	1700086L19Rik
0	320	Dbpht2
0	26	Wdr89
0	346	Rplp2-ps1
0	183	Syne2
0	206	Mthfd1
0	85	Zbtb25
0	175	Zbtb1
0	376	Hspa2
0	218	Plekhg3
0	394	Churc1
0	203	Fntb
0	235	Fut8
0	329	Gphn
0	315	Mpp5
0	358	Eif2s1
0	95	Pigh
0	117	Rdh12
0	176	Zfyve26
0	25	2310015A10Rik
0	321	Exd2
0	378	Erh
0	234	Slc39a9
0	324	4933426M11Rik
0	464	Srsf5
0	202	Smoc1
0	259	Cox16
0	308	Synj2bp
0	212	Med6
0	141	Ttc9
0	291	Pcnx
0	182	Rgs6
0	198	Dcaf4
0	219	Zfyve1
0	442	Rbm25
0	202	Psen1
0	195	2410016O06Rik
0	205	Acot2
0	285	Acot1
0	85	Acot5
0	300	Dnal1
0	95	Pnma1
0	25	Elmsan1
0	267	Ptgr2
0	194	Zfp410
0	213	Coq6
0	243	Ccdc176
0	164	Rnf113a2
0	221	Lin52
0	176	Abcd4
0	349	Isca2
0	243	Fcf1
0	395	Ylpm1
0	337	Dlst
0	276	Eif2b2
0	141	Mlh3
0	335	Acyp1
0	144	Nek9
0	276	Jdp2
0	202	Ttll5
0	287	Ift43
0	154	Gpatch2l
0	298	Vash1
0	132	Angel1
0	274	2310044G17Rik
0	159	Tmem63c
0	105	Pomt2
0	204	Gstz1
0	358	Ahsa1
0	174	Sptlc2
0	62	Alkbh1
0	43	Nrp
0	314	Slirp
0	275	Snw1
0	176	Gm16381_loc1
0	151	Gm16381_loc2
0	226	Adck1
0	268	Gtf2a1
0	87	Galc
0	25	Kcnk10
0	200	Spata7
0	25	Ptpn21
0	345	Zc3h14
0	249	Ttc8
0	128	Tdp1
0	251	Kcnk13
0	357	Psmc1
0	185	Nrde2
0	55	Rps6ka5
0	50	9030617O03Rik
0	108	Ccdc88c
0	216	Smek1
0	59	D130020L05Rik
0	213	Trip11
0	157	Atxn3
0	308	Cpsf2
0	142	Slc24a4
0	189	Golga5
0	255	Itpk1
0	256	Gm20604
0	202	Tmem251
0	91	AK010878
0	243	Ubr7
0	31	Btbd7
0	318	Unc79
0	209	Otub2
0	412	Ddx24
0	150	Serpina3c
0	118	Serpina3h
0	244	Dicer1
0	207	Snhg10
0	272	Glrx5
0	246	2810011L19Rik
0	278	D430019H16Rik
0	247	Atg2b
0	219	Gskip
0	350	Papola
0	250	Vrk1
0	323	Setd3
0	222	Ccnk
0	310	Evl
0	279	Yy1
0	107	Slc25a29
0	265	Wars
0	113	Wdr25
0	272	Begain
0	194	Mir1906-2_loc1
0	112	Rtl1
0	94	6430411K18Rik
0	53	Mir433
0	307	Rian
0	282	AF357425
0	185	AF357359
0	64	AF357355
0	263	Mirg
0	97	Dio3
0	333	Ppp2r5c
0	25	B930059L03Rik
0	403	Dync1h1
0	207	Wdr20a
0	177	Stk30
0	133	Zfp839
0	319	Cinp
0	338	Tecpr2
0	33	Ankrd9
0	143	Rcor1
0	192	Traf3
0	174	Amn
0	370	Eif5
0	107	Snora28
0	141	2810029C07Rik
0	327	Mark3
0	166	Trmt61a
0	240	Bag5
0	278	Apopt1
0	212	Zfyve21
0	152	Kif26a
0	386	Inf2
0	365	Adssl1
0	144	Siva1
0	250	Akt1
0	124	BC022687
0	25	Cdca4
0	25	Jag2
0	146	Nudt14
0	243	Btbd6
0	288	Mta1
0	86	Tmem121
0	229	Zfp386
0	243	Wdr60
0	294	Esyt2
0	39	Ncapg2
0	311	Rapgef5
0	158	Tmem196
0	411	Gdi2
0	174	BC016423
0	269	Asb13
0	79	Calml3
0	114	Marcksl1-ps4
0	224	Pitrm1
0	266	Gtpbp4
0	311	Larp4b
0	336	Dip2c
0	224	Gm10336
0	50	Mtr
0	140	Actn2
0	149	Heatr1
0	223	Lgals8
0	170	Ero1lb
0	135	Gpr137b-ps
0	36	Gpr137b
0	264	Lyst
0	136	B3galnt2
0	281	Tbce
0	202	Ggps1
0	406	Arid4b
0	290	Mrpl32
0	436	Psma2
0	285	AW209491
0	299	Gli3
0	160	Mplkip
0	242	Cdk13
0	328	Yae1d1
0	25	Pou6f2
0	364	Vps41
0	335	Amph
0	320	Stard3nl
0	247	Trim27
0	119	Zscan12
0	177	Zkscan3
0	25	Pgbd1
0	215	Zscan26
0	25	Nkapl
0	87	Zkscan4
0	102	Zkscan8
0	141	Hist1h2ai
0	55	Hist1h2bm
0	105	Hist1h2ak
0	99	Hist1h2bn
0	230	Hist1h2ap_loc2
0	25	Hist1h4n_loc2
0	113	Hist1h2ah
0	26	Hist1h2bk
0	63	Hist1h2bj
0	307	Zfp322a
0	218	Abt1
0	210	Hist1h4h
0	150	Hist1h2af
0	50	Hist1h3e
0	129	Hist1h2ae
0	41	Hist1h2bg
0	101	Hist1h2ad
0	195	Hist1h4d
0	25	Hist1h1e
0	25	Hist1h2ac
0	41	Hist1h4c
0	58	Gmnn
0	240	BC005537
0	190	Tdp2
0	242	D130043K22Rik
0	39	9330162012Rik
0	196	Gpld1
0	33	Mrs2
0	182	Dcdc2a
0	206	A330102I10Rik
0	35	Cdkal1
0	176	E2f3
0	234	Dusp22
0	187	Exoc2
0	163	Gmds
0	279	Wrnip1
0	184	Serpinb9
0	131	1110046J04Rik
0	97	Nqo2
0	115	Ripk1
0	326	Bphl
0	245	Psmg4
0	380	Prpf4b
0	173	Cdyl
0	59	Rpp40
0	252	Ppp1r3g
0	208	Lyrm4
0	208	Fars2
0	313	Ssr1
0	215	Riok1
0	260	Snrnp48
0	234	Txndc5
0	223	Bloc1s5
0	307	Eef1e1
0	267	Gcnt2
0	325	Pak1ip1
0	343	Tmem14c
0	71	Mak
0	296	Tmem170b
0	242	Tbc1d7
0	250	Gfod1
0	154	Sirt5
0	254	Nol7
0	263	Ranbp9
0	332	Rnf182
0	289	Jarid2
0	295	Mylip
0	269	Rbm24
0	113	C78339
0	191	Nup153
0	32	Kdm1b
0	309	Dek
0	220	Rnf144b
0	26	Zfp169
0	107	Phf2
0	317	Fam120a
0	187	Fam120aos
0	233	Wnk2
0	384	Bicd2
0	196	Ippk
0	202	Nol8
0	277	Iars
0	204	Fbxw17
0	136	9430083A17Rik
0	312	Spin1
0	110	S1pr3
0	140	Secisbp2
0	229	Syk
0	25	Nfil3
0	296	Sptlc1
0	161	Simc1
0	300	4833439L19Rik
0	267	Nop16
0	386	Higd2a
0	263	Faf2
0	208	Tspan17
0	219	Uimc1
0	268	Zfp346
0	391	Nsd1
0	305	Rab24
0	336	Prelid1
0	158	Lman2
0	313	Grk6
0	236	Prr7
0	25	Dok3
0	207	Ddx41
0	339	Tmed9
0	171	B4galt7
0	260	Caml
0	299	Ddx46
0	323	B230219D22Rik
0	305	Txndc15
0	127	Pcbd2
0	307	H2afy
0	178	Smad5
0	106	Klhl3
0	282	Idnk
0	333	Ubqln1
0	295	Gkap1
0	198	2210016F16Rik
0	398	Hnrnpk
0	25	Mir7-1
0	155	Rmi1
0	30	A230056J06Rik
0	332	Naa35
0	325	Isca1
0	252	Zcchc6
0	59	Gm3604
0	187	Zfp935
0	25	Zfp934
0	34	6720489N17Rik
0	126	Gm5141
0	185	2010111I01Rik
0	25	Fancc
0	25	Ptch1
0	199	Ercc6l2
0	147	Zfp367
0	336	Habp4
0	141	Cdc14b
0	157	Cdk20
0	261	Hiatl1
0	95	Zfp369
0	396	Uqcrb
0	75	Gm10767
0	159	Mterfd1
0	353	Ptdss1
0	103	Zfp712
0	26	Zfp708
0	37	Zfp759
0	41	Zfp458
0	25	Zfp595
0	25	Zfp459
0	108	Zfp874a
0	162	Zfp874b
0	60	Zfp58
0	145	Zfp87
0	65	Zfp748
0	125	AA987161
0	135	A530054K11Rik
0	184	Zfp738
0	104	Zfp71-rs1
0	32	Zfp85-rs1
0	84	Zfp493
0	26	4930525G20Rik
0	81	Zfp273
0	238	BC048507
0	77	Mtrr
0	114	Fastkd3
0	192	Papd7
0	265	Nsun2
0	363	Med10
0	377	BC018507
0	33	Adamts16
0	438	Ndufs6
0	296	Mrpl36
0	115	Lpcat1
0	346	Clptm1l
0	25	Nkd2
0	459	Brd9
0	25	Cep72
0	356	Exoc3
0	304	Pdcd6
0	374	Sdha
0	301	Ccdc127
0	54	Lrrc14b
0	68	Zfp825
0	74	Erap1
0	173	Pcsk1
0	277	Mir682
0	168	Rfesd
0	172	Ttc37
0	241	Ankrd32
0	245	2210408I21Rik
0	221	Fam172a
0	69	Pou5f2
0	137	A830082K12Rik
0	314	Arrdc3
0	149	Lysmd3
0	125	Polr3g
0	332	Mblac2
0	437	Cetn3
0	193	C130071C03Rik
0	123	2810049E08Rik
0	300	Tmem161b
0	162	Xrcc4
0	350	Tmem167
0	450	Rps23
0	152	Atg10
0	52	4833422C13Rik
0	241	Zcchc9
0	201	Msh3
0	55	Dhfr
0	54	Fam151b
0	25	Zfyve16
0	202	Mtx3
0	70	Cmya5
0	111	Papd4
0	95	AW495222
0	342	Arsb
0	259	Lhfpl2
0	25	Gm9776
0	282	Ap3b1
0	391	Tbca
0	221	Wdr41
0	105	Zbed3
0	209	Aggf1
0	209	Poc5
0	275	Col4a3bp
0	187	Gcnt4
0	284	Fam169a
0	299	Nsa2
0	244	Gfm2
0	177	Utp15
0	274	Ankra2
0	430	Btf3
0	256	Fcho2
0	35	Tnpo1
0	243	Ptcd2
0	283	Mrps27
0	129	Mccc2
0	274	Bdp1
0	257	Serf1
0	133	Smn1
0	227	Gtf2h2
0	187	Rad17
0	346	Taf9
0	235	Cdk7
0	357	Mrps36
0	265	Mast4
0	357	Srek1
0	248	Nln
0	352	Sgtb
0	261	Trappc13
0	194	Trim23
0	209	Ppwd1
0	174	Cwc27
0	274	Srek1ip1
0	25	Rnf180
0	317	Ipo11
0	255	Dimt1
0	421	Smim15
0	305	Ndufaf2
0	148	Ercc8
0	187	Depdc1b
0	279	Gpbp1
0	219	Mier3
0	164	Ankrd55
0	231	Il6st
0	237	Slc38a9
0	223	Ppap2a
0	324	Skiv2l2
0	178	Dhx29
0	67	Ccno
0	421	Ndufs4
0	370	Mocs2
0	189	Parp8
0	226	Mrps30
0	177	Fgf10
0	161	Nnt
0	245	Paip1
0	304	4833420G17Rik
0	25	3110070M22Rik
0	254	Gm7120
0	99	Ccl28
0	193	Nim1
0	276	Zfp131
0	89	Gm3020_loc1
0	100	Gm3020_loc2
0	26	Gm5796
0	138	Gm3494_loc2
0	87	Gm3317_loc2
0	162	Gm3696
0	317	Flnb
0	321	Abhd6
0	259	Rpp14
0	210	Pxk
0	61	Fhit
0	268	3830406C13Rik
0	295	Thoc7
0	207	Atxn7
0	381	Psmd6
0	316	Slc4a7
0	91	Oxsm
0	235	Ngly1
0	311	Top2b
0	354	Thrb
0	413	Rpl15
0	325	2700060E02Rik
0	229	Saysd1
0	148	Nudt13
0	229	Ecd
0	174	Fam149b
0	209	Dnajc9
0	303	Mrps16
0	25	Mss51
0	256	Sec24c
0	162	Fut11
0	399	Chchd1
0	263	Zswim8
0	25	Ndst2
0	330	Vcl
0	389	Adk
0	293	Kat6b
0	380	Samd8
0	369	Vdac2
0	272	Comtd1
0	162	Dlg5
0	176	Polr3a
0	313	Zmiz1
0	200	Ppif
0	205	Anxa11
0	331	Tmem254b_loc3
0	69	Tmem254c_loc1
0	332	Tmem254b_loc2
0	60	Tmem254c_loc3
0	296	Tmem254b_loc1
0	28	Tmem254c_loc2
0	323	Slmap
0	197	Dennd6a
0	379	Arf4
0	127	Pde12
0	332	Appl1
0	286	Arhgef3
0	194	D14Abb1e
0	173	Ccdc66
0	84	Lrtm1
0	500	Selk
0	224	Actr8
0	130	Il17rb
0	364	Cacna1d
0	104	Dcp1a
0	366	Tkt
0	172	Rft1
0	242	Sfmbt1
0	161	Tmem110
0	177	Nek4
0	512	Spcs1
0	214	Glt8d1
0	297	Gnl3
0	358	Pbrm1
0	389	Nisch
0	55	Phf7
0	287	Bap1
0	209	Capn7
0	160	Mettl6
0	108	Eaf1
0	42	Btd
0	286	Dph3
0	139	Oxnad1
0	313	Ncoa4
0	325	Timm23
0	248	Parg
0	198	Ogdhl
0	203	Ercc6
0	188	Gdf10
0	25	Fam35a
0	167	Gm3219
0	305	Bmpr1a
0	25	Ldb3
0	276	Wapal
0	247	Grid1
0	308	Ccser2
0	373	Fam213a
0	416	Txndc16
0	80	Gpr137c
0	426	Psmc6
0	206	Styx
0	140	Gnpnat1
0	218	Ddhd1
0	391	Cnih1
0	314	Gmfb
0	207	Cgrrf1
0	25	Wdhd1
0	225	Mapk1ip1l
0	414	Fbxo34
0	170	Atg14
0	414	Ktn1
0	154	Peli2
0	60	Tmem260
0	250	Ap5m1
0	263	Naa30
0	193	3632451O06Rik
0	307	Ttc5
0	36	Rpph1
0	210	Parp2
0	25	Tep1
0	141	Osgep
0	344	Apex1
0	260	Pnp
0	178	Pnp2
0	214	Mettl17
0	144	Arhgef40
0	69	Zfp219
0	419	Hnrnpc
0	142	Rpgrip1
0	287	Supt16
0	277	Chd8
0	256	Rab2b
0	309	Tox4
0	230	Mettl3
0	409	Dad1
0	210	Oxa1l
0	402	Mrpl52
0	192	Mmp14
0	202	Lrp10
0	196	Rem2
0	266	Prmt5
0	25	4931414P19Rik
0	152	Mir686
0	319	Acin1
0	268	1700123O20Rik
0	151	Homez
0	309	Bcl2l2
0	397	Pabpn1
0	25	Myh6
0	241	Myh7
0	251	Ngdn
0	25	Zfhx2os
0	217	Thtpa
0	75	Ap1g2
0	100	Dhrs4
0	207	Lrrc16b
0	216	Pck2
0	253	Dcaf11
0	362	Psme1
0	250	Emc9
0	327	Psme2
0	143	Rnf31
0	128	Irf9
0	192	Tm9sf1
0	291	Mdp1
0	238	Gmpr2
0	58	Tinf2
0	207	Rabggta
0	294	Dhrs1
0	115	Nop9
0	158	Nynrin
0	76	Khnyn
0	299	Sdr39u1
0	107	Gm5801_loc2
0	25	Cenpj
0	33	Parp4
0	331	Mphosph8
