	target	non_zero
1239	Sec13	1897
1240	Rbbp6	1896
1241	Abhd12	1896
1242	Comt	1895
1243	Tspan13	1895
1244	Klf6	1895
1245	Ctnnd2	1895
1246	Nap1l4	1894
1247	Chordc1	1894
1248	Mia3	1894
1249	Cdk17	1893
1250	Ypel3	1893
1251	Cir1	1891
1252	Luc7l	1891
1253	Bub3	1890
1254	Sh3glb1	1888
1255	Denr	1888
1256	Gabrg2	1886
1257	Prkar1b	1885
1258	Ryr2	1885
1259	Brd3	1885
1260	Tmx3	1883
1261	Plk2	1883
1262	Hist3h2a	1882
1263	Atl1	1882
1264	Sbno1	1881
1265	Ccpg1	1881
1266	Zc3h13	1881
1267	N6amt2	1880
1268	Ids	1879
1269	Dazap2	1878
1270	Gm13363	1878
1271	Limch1	1877
1272	Ndfip2	1877
1273	Syngr1	1877
1274	Sccpdh	1877
1275	Map9	1877
1276	B3gnt1	1877
1277	Rps27l	1875
1278	Acly	1875
1279	Fam134a	1875
1280	Npcd	1874
1281	Rgs4	1874
1282	Smarca4	1874
1283	Btf3l4	1874
1284	Atrn	1872
1285	Cuta	1871
1286	Smim13	1871
1287	Nsd1	1870
1288	Strn3	1870
1289	Mrpl30	1869
1290	Echs1	1869
1291	Hivep2	1869
1292	Frg1	1869
1293	Ap2a2	1869
1294	Trim37	1869
1295	Cops2	1868
1296	Wasf1	1867
1297	Rab5a	1867
1298	Ank	1867
1299	Ndufs3	1867
1300	Tmem50b	1866
1301	Fkbp8	1866
1302	Rnf11	1864
1303	Bai1	1863
1304	Hnrnpa3	1863
1305	Fam126b	1862
1306	Drg1	1862
1307	Snrpd1	1862
1308	Vma21	1861
1309	Chgb	1860
1310	Pnmal2	1860
1311	Commd4	1860
1312	Polb	1860
1313	Stox2	1860
1314	Kcna2	1858
1315	Cops4	1858
1316	Chd4	1857
1317	Esf1	1857
1318	Gm561	1857
1319	Mrpl27	1857
1320	Agpat4	1856
1321	Cadm3	1856
1322	2700060E02Rik	1855
1323	Pfkm	1854
1324	Cept1	1853
1325	Yipf5	1852
1326	Tspan31	1852
1327	Rbfox1	1851
1328	Wbp4	1850
1329	Cetn2	1849
1330	Cdh2	1849
1331	Scg3	1849
1332	Mat2b	1849
1333	Bud31	1848
1334	Gpx1	1848
1335	Pbrm1	1848
1336	Scamp1	1847
1337	Mprip	1847
1338	Hnrnpr	1847
1339	Syp	1847
1340	Papss1	1847
1341	Map7d2	1846
1342	Emc4	1846
1343	Eif3l	1845
1344	Unc80	1845
1345	Adora1	1845
1346	Cab39	1845
1347	Cryzl1	1845
1348	Ypel5	1845
1349	Ap2b1	1844
1350	Rplp0	1844
1351	Homer1	1844
1352	Uqcrc1	1844
1353	Pin4	1843
1354	Mrps36	1843
1355	Glg1	1843
1356	Adh5	1842
1357	Dennd5a	1840
1358	Vsnl1	1840
1359	Hnrnpul2	1839
1360	Nsg2	1838
1361	Dynll2	1838
1362	Actr3	1836
1363	Hsd17b12	1836
1364	Cdc42bpa	1836
1365	Prkce	1835
1366	Fbxl16	1835
1367	Gaa	1834
1368	Psmd12	1834
1369	Cttnbp2	1834
1370	Prrt2	1834
1371	Dctn4	1832
1372	Zfml	1832
1373	Prpf19	1832
1374	Rps15a	1831
1375	Mgst3	1831
1376	Tnik	1830
1377	Nckap1	1830
1378	Arap2	1830
1379	Dock9	1830
1380	Rps26	1829
1381	Zfp148	1829
1382	2900011O08Rik	1829
1383	Tomm70a	1828
1384	Slc12a5	1827
1385	Pde4dip	1827
1386	Hspa13	1827
1387	Ostc	1827
1388	Acap2	1827
1389	Syt4	1827
1390	Tyro3	1827
1391	Add3	1826
1392	Glyr1	1826
1393	Hnrnpa0	1826
1394	Cyc1	1826
1395	Rap2a	1825
1396	Mast3	1825
1397	Rogdi	1824
1398	Gp1bb	1824
1399	Fopnl	1824
1400	Ppp1r9a	1823
1401	Ufc1	1823
1402	Zcchc7	1823
1403	Tceal8	1823
1404	Srek1	1823
1405	Src	1822
1406	Smc3	1822
1407	Vldlr	1822
1408	Cul1	1821
1409	Cplx2	1821
1410	Ccar1	1821
1411	Kalrn	1821
1412	Trim35	1820
1413	Rnf112	1820
1414	Cbx6	1820
1415	Rnf20	1820
1416	Commd8	1820
1417	Med21	1819
1418	Clk4	1819
1419	Creb3	1818
1420	Far1	1818
1421	Gmfb	1817
1422	Tnrc6a	1817
1423	Nmt2	1817
1424	Jph4	1817
1425	Agap3	1817
1426	Rps15	1817
1427	Sh3glb2	1817
1428	Eif2s1	1816
1429	Ppp1r11	1816
1430	Trip12	1816
1431	Chst1	1815
1432	Anp32a	1815
1433	Atp6v1g2	1815
1434	Apba2	1813
1435	Tia1	1812
1436	Tagln3	1812
1437	Tnpo3	1810
1438	Rps19	1810
1439	Ufd1l	1809
1440	Knop1	1809
1441	Zcrb1	1809
1442	Kcnb1	1809
1443	Fam103a1	1809
1444	Nktr	1808
1445	Ewsr1	1807
1446	Gnl3l	1807
1447	Zyg11b	1806
1448	Etfb	1806
1449	Tulp4	1805
1450	Thoc7	1805
1451	Fyttd1	1805
1452	Scg2	1805
1453	Grpel1	1805
1454	Trappc4	1805
1455	Cdc40	1804
1456	Txnl1	1804
1457	Tspan5	1804
1458	Brd4	1803
1459	Txn2	1803
1460	Pak3	1803
1461	Fbxl5	1802
1462	Pacsin1	1802
1463	Gria1	1802
1464	Slc39a10	1801
1465	Isca1	1801
1466	Rtcb	1800
1467	Fasn	1800
1468	Slc3a2	1800
1469	Cpd	1799
1470	Sh3bgrl	1799
1471	Snx2	1799
1472	Arfgef1	1798
1473	Mrps18c	1798
1474	Por	1797
1475	Ech1	1797
1476	Fos	1797
1477	Eif4g1	1796
1478	Pcdha5	1796
1479	Hpca	1796
1480	Lancl1	1795
1481	Timm44	1795
1482	Agtpbp1	1794
1483	Tomm5	1794
1484	Wasl	1794
1485	Rbbp7	1794
1486	Nufip2	1793
1487	Lamtor1	1792
1488	Nsmf	1792
1489	Bccip	1791
1490	Bex2	1791
1491	Pi4ka	1790
1492	Ube2d2a	1790
1493	2410006H16Rik	1790
1494	Rab3gap1	1789
1495	Cacna1a	1789
1496	Ccnh	1788
1497	Trim9	1788
1498	Bcas2	1788
1499	Tmsb10	1788
1500	Gtf2a2	1787
1501	Ylpm1	1787
1502	Zwint	1787
1503	Clns1a	1787
1504	Slc12a2	1787
1505	Cuedc2	1786
1506	Ubr3	1786
1507	Anapc13	1786
1508	Ppp2r2a	1786
1509	Mrpl48	1786
1510	Mtmr6	1785
1511	Nfix	1785
1512	Wdfy3	1785
1513	Rnf10	1785
1514	Atp6v0a1	1784
1515	Zmynd11	1783
1516	Abi1	1783
1517	Snrnp70	1783
1518	Copa	1782
1519	Zbtb18	1782
1520	Pitpna	1781
1521	Adam22	1780
1522	Ap1s1	1780
1523	Prpf40a	1780
1524	Srsf1	1780
1525	Ube2r2	1779
1526	Hdhd2	1779
1527	Pcyt2	1779
1528	Commd6	1779
1529	Naa38	1778
1530	Ufsp2	1778
1531	Dact3	1777
1532	Cnksr2	1776
1533	Pam16	1776
1534	Ubr4	1775
1535	Akap6	1775
1536	Arl8a	1774
1537	Ssrp1	1774
1538	Spcs2	1773
1539	Tmem132b	1773
1540	Cyhr1_loc1	1773
1541	BC005624	1773
1542	1500011K16Rik	1773
1543	Naa20	1773
1544	Dusp11	1773
1545	Dmxl2	1772
1546	Serpini1	1772
1547	Use1	1772
1548	Syt7	1771
1549	Emc3	1771
1550	Pigk	1771
1551	Acin1	1769
1552	Dpy30	1768
1553	Rnf181	1767
1554	Dpy19l1	1766
1555	Got2	1766
1556	Mkks	1765
1557	Cadm4	1765
1558	Nicn1	1765
1559	Eif3d	1765
1560	Tmed7	1765
1561	Pqbp1	1764
1562	Man1a2	1763
1563	Enoph1	1763
1564	Ralgapa1	1761
1565	Ttc1	1760
1566	Gap43	1760
1567	Ddx46	1760
1568	Kif5a	1760
1569	Hnrnpab	1760
1570	Mrpl43	1759
1571	Ubqln1	1758
1572	Ssna1	1758
1573	Camkv	1758
1574	Kcnma1	1758
1575	Bai2	1757
1576	Id2	1757
1577	Bcl11a	1757
1578	Zdhhc20	1757
1579	Clpp	1756
1580	Efnb3	1755
1581	Strn4	1755
1582	Ap3b2	1755
1583	Sept3	1754
1584	Cdc5l	1753
1585	2210016L21Rik	1752
1586	Timm10b	1751
1587	Pcna	1750
1588	Crk	1750
1589	Schip1	1750
1590	Bet1l	1750
1591	Phb	1750
1592	Dhrs1	1749
1593	Opa1	1749
1594	Baiap2	1748
1595	Dctn1	1747
1596	Eef1d	1746
1597	Actn4	1746
1598	Ccdc32	1746
1599	Cadps	1746
1600	Sult4a1	1745
1601	Sgta	1745
1602	Brinp1	1744
1603	Cldn25	1744
1604	Gm5643_loc1	1743
1605	Senp6	1743
1606	Mapk8ip1	1743
1607	Setd5	1743
1608	Fam13c	1743
1609	Fam49a	1742
1610	Necap1	1742
1611	Gda	1742
1612	Tbcb	1742
1613	Tmem234	1742
1614	Peg3	1741
1615	Slu7	1741
1616	Chp1	1740
1617	Pin1	1739
1618	Zer1	1738
1619	Ubtf	1738
1620	Syn1	1738
1621	St8sia3	1738
1622	Ndufaf2	1738
1623	Llph	1738
1624	Nsg1	1738
1625	Mrpl11	1737
1626	Elmod1	1737
1627	Enpp5	1737
1628	Tpm1	1737
1629	Itpr1	1736
1630	Nudt16l1	1736
1631	Tspyl1	1736
1632	Chl1	1736
1633	Klf13	1736
1634	Dpm3	1736
1635	Mef2c	1736
1636	Polr2c	1736
1637	Gas7	1736
1638	Zfp281	1735
1639	Eif4a3	1734
1640	Lamtor3	1733
1641	Ppp2r2b	1733
1642	Rsf1	1732
1643	Sec61b	1732
1644	Kctd13	1731
1645	Anapc16	1730
1646	Igsf8	1729
1647	Efr3b	1728
1648	Cct4	1727
1649	Mrps25	1727
1650	Mcts1	1726
1651	Crip2	1725
1652	Dos	1725
1653	Sumo3	1725
1654	Copb2	1725
1655	Erc2	1725
1656	Tpd52l2	1724
1657	Rala	1724
1658	Rab24	1723
1659	Amfr	1723
1660	Jund	1723
1661	Pde2a	1723
1662	Cystm1	1723
1663	3110035E14Rik	1722
1664	Pigyl	1722
1665	Ube2d3	1722
1666	Ppm1b	1722
1667	Tmed2	1721
1668	Enpp2	1719
1669	Gripap1	1719
1670	Hspa12a	1719
1671	Oat	1719
1672	Rbfox2	1719
1673	Stub1	1719
1674	Cops6	1718
1675	Rabgap1	1718
1676	1110051M20Rik	1718
1677	Polr1d	1717
1678	Phax	1717
1679	Tfrc	1717
1680	Nudt4	1716
1681	Chchd3	1716
1682	Fam168b	1716
1683	Rwdd1	1716
1684	Pfkl	1716
1685	Epb4.1l1	1715
1686	Enc1	1715
1687	Cend1	1714
1688	Vamp7	1714
1689	Fh1	1714
1690	Negr1	1713
1691	Ncoa4	1712
1692	Sipa1l1	1712
1693	Msl1	1711
1694	Bsn	1710
1695	Arf5	1710
1696	Man2a2	1709
1697	Rabl6	1709
1698	Rab9	1708
1699	Psmd8	1707
1700	Nme3	1707
1701	Copb1	1707
1702	OTTMUSG00000016609_loc3	1706
1703	Fam131a	1705
1704	Eny2	1705
1705	Cyfip1	1704
1706	Fam213a	1704
1707	Fdps	1704
1708	Dzip3	1704
1709	Rasgef1a	1702
1710	Sptbn2	1702
1711	Gdpd1	1702
1712	Mrpl17	1702
1713	Abhd17b	1701
1714	Lamp2	1701
1715	Hspa4	1699
1716	Hmgn2	1699
1717	Car2	1697
1718	Pcdh10	1697
1719	Pak1ip1	1696
1720	Prkcz	1696
1721	Ogfrl1	1696
1722	Puf60	1696
1723	Mpv17	1696
1724	Mbnl1	1695
1725	Cops8	1695
1726	Armcx3	1695
1727	Inpp5f	1694
1728	Med28	1694
1729	Tmem208	1694
1730	Tgoln1	1693
1731	Elp2	1693
1732	Elovl6	1693
1733	Tmeff2	1692
1734	Synj2bp	1692
1735	Abhd6	1692
1736	Hn1	1692
1737	BC005561	1690
1738	B3gat1	1689
1739	Rplp2-ps1	1689
1740	Epm2aip1	1688
1741	0610009B22Rik	1688
1742	Ate1	1688
1743	2900060B14Rik	1687
1744	Upf3b	1687
1745	Ppil4	1687
1746	Rabep1	1687
1747	Fam49b	1686
1748	Mbp	1686
1749	Dtd1	1686
1750	Pik3r1	1684
1751	Emc1	1684
1752	Micu3	1683
1753	Cntn2	1683
1754	Laptm4b	1683
1755	Cdk9	1682
1756	Kras	1682
1757	Mrpl28	1681
1758	Tceal5	1681
1759	Fscn1	1681
1760	Smc6	1681
1761	Rabgap1l	1681
1762	Pnn	1680
1763	Srsf10	1680
1764	Cck	1680
1765	Nbr1	1680
1766	Usp7	1679
1767	Map4k4	1679
1768	Ncoa1	1679
1769	Mrps17	1678
1770	Slc25a51	1678
1771	Sppl3	1678
1772	Mmd	1677
1773	Capns1	1677
1774	Pbx1	1677
1775	Tsnax	1677
1776	Mrps5	1677
1777	Bri3	1677
1778	Cdc37	1676
1779	Cnot3	1676
1780	Crebbp	1676
1781	Rpl22	1676
1782	Rasgrp1	1675
1783	Npc2	1675
1784	0610007P14Rik	1675
1785	OTTMUSG00000016609_loc4	1674
1786	Nipbl	1674
1787	Scn2b	1674
1788	Lnp	1674
1789	Txndc9	1674
1790	Ubr1	1673
1791	Arhgap5	1673
1792	Fabp3	1673
1793	Camta2	1673
1794	Adcy1	1672
1795	Wsb2	1672
1796	Mocs2	1672
1797	A830010M20Rik	1671
1798	Kpnb1	1671
1799	Arnt2	1671
1800	Ccndbp1	1671
1801	Kdm5a	1670
1802	Smarcc2	1670
1803	Cttn	1670
1804	Dctn5	1668
1805	Agap2	1667
1806	Ppp1r7	1667
1807	Zfp871	1667
1808	Wdr7	1666
1809	Phip	1666
1810	Magee1	1666
1811	Hdlbp	1666
1812	Taf1d	1665
1813	Gm15800	1665
1814	Zfand6	1664
1815	Tmem55b	1664
1816	Tollip	1664
1817	Dmtn	1664
1818	Mea1	1663
1819	Uba3	1663
1820	Snhg8	1663
1821	Sobp	1663
1822	Trappc2	1663
1823	Aamdc	1663
1824	Snord49b	1662
1825	Stip1	1662
1826	Hnrnpm	1662
1827	Add2	1662
1828	Arhgef9	1662
1829	Dhcr24	1662
1830	Rtfdc1	1661
1831	Isca2	1661
1832	Tcerg1	1660
1833	Wdr47	1660
1834	4833439L19Rik	1660
1835	Adprh	1660
1836	Disp2	1660
1837	Eif3f	1659
1838	A030009H04Rik	1659
1839	Cdipt	1658
1840	Med10	1658
1841	Btbd1	1657
1842	Rsrc1	1657
1843	Fam92a	1657
1844	Taf13	1656
1845	Trappc1	1656
1846	Myh10	1656
1847	Bace1	1655
1848	Camsap2	1655
1849	Mrpl51	1655
1850	Rundc3a	1655
1851	Dync1i1	1655
1852	H1f0	1654
1853	Hdac11	1654
1854	Gng2	1654
1855	Ube2a	1652
1856	Mrps18a	1651
1857	Rusc2	1651
1858	Ptdss1	1650
1859	R3hdm4	1650
1860	Tro	1650
1861	Marcksl1	1650
1862	Cebpz	1650
1863	Tmem60	1650
1864	Psmd3	1649
1865	Ckmt1	1649
1866	Abcd3	1649
1867	Elavl4	1649
1868	Nr2f1	1649
1869	Rtf1	1649
1870	2510003E04Rik	1648
1871	Tmem59l	1648
1872	Hpcal4	1648
1873	Fam213b	1648
1874	Gabrb3	1648
1875	Tmem14a	1644
1876	Hax1	1644
1877	Cspp1	1644
1878	Dnajc6	1644
1879	2010012O05Rik	1644
1880	Atf2	1643
1881	Mgrn1	1643
1882	Polr2k	1643
1883	Phyh	1643
1884	Pds5b	1642
1885	5730455P16Rik	1641
1886	Mon2	1641
1887	Rab5b	1641
1888	Rer1	1640
1889	Kcnd2	1639
1890	Pde1a	1639
1891	Eif1ax	1637
1892	Pcm1	1637
1893	Dlgap4	1637
1894	Cap1	1637
1895	Rock1	1636
1896	Ppfia2	1636
1897	Slc4a10	1636
1898	Scn1a	1635
1899	Hdgfrp3	1635
1900	Ppp2cb	1635
1901	Ssr3	1635
1902	Ccdc25	1634
1903	Syne1_loc2	1634
1904	Atxn2	1634
1905	Sec23a	1634
1906	Dcaf7	1633
1907	Nrd1	1633
1908	Sqle	1632
1909	Ncbp2	1632
1910	Rps6kb1	1632
1911	Smu1	1631
1912	Ptk2	1630
1913	Pak7	1629
1914	Dnajc18	1629
1915	Calu	1628
1916	Gpcpd1	1627
1917	Crmp1	1627
1918	Slk	1627
1919	Ppm1e	1626
1920	Braf	1626
1921	Sorbs2	1626
1922	Dpcd	1626
1923	Lsm6	1626
1924	Acox1	1625
1925	Gng3	1625
1926	Aars	1625
1927	Prdx3	1624
1928	Spag7	1624
1929	AI462493	1623
1930	Sf1	1623
1931	Ganab	1622
1932	Ptprn2	1622
1933	Med13l	1621
1934	Cul5	1620
1935	Srp9	1619
1936	Lztr1	1617
1937	Ncoa7	1616
1938	Pcyox1	1615
1939	Snx5	1615
1940	Top2b	1615
1941	B2m	1614
1942	Mal2	1614
1943	Spred1	1613
1944	Arhgef25	1612
1945	Naa35	1612
1946	Rc3h2	1612
1947	Caly	1611
1948	R3hdm2	1611
1949	Ddrgk1	1611
1950	Gprasp2	1610
1951	Sept4	1610
1952	Stxbp5l	1610
1953	Epha5	1610
1954	Miat	1610
1955	Adipor1	1609
1956	Pmpcb	1609
1957	D17Wsu104e	1609
1958	Tab2	1609
1959	Alcam	1607
1960	Tm9sf4	1606
1961	1500004A13Rik	1606
1962	Fam115a	1606
1963	Cops7a	1605
1964	Tpd52	1604
1965	Phyhipl	1604
1966	Mrpl4	1604
1967	Psat1	1604
1968	Hdgf	1604
1969	Fut9	1603
1970	Pam	1603
1971	Pdia4	1603
1972	Elp5	1603
1973	Cdk16	1603
1974	Ctxn1	1603
1975	Brsk2	1602
1976	Gdap1	1601
1977	Gphn	1601
1978	Ptms	1601
1979	Tiprl	1601
1980	Ip6k1	1601
1981	Phpt1	1601
1982	Snx6	1601
1983	Gnb5	1600
1984	Prickle2	1600
1985	Trove2	1600
1986	Sept2	1600
1987	Camsap1	1600
1988	Dhx36	1599
1989	Nrbp2	1599
1990	Tenm2	1599
1991	Mrpl14	1599
1992	Aip	1599
1993	Efr3a	1598
1994	Zfp931	1598
1995	Arhgdia	1598
1996	St3gal5	1598
1997	Arid4a	1597
1998	Tmem14c	1597
1999	Sepw1	1596
2000	Slc1a1	1596
2001	Sh3bp5	1596
2002	Ppm1k	1596
2003	Mrpl36	1595
2004	Ap2s1	1595
2005	Arpc4	1595
2006	Tm2d3	1594
2007	Hook3	1594
2008	Syngr3	1594
2009	Actr1a	1594
2010	Yme1l1	1594
2011	Rnf5	1594
2012	Grin1	1593
2013	Apoa1bp	1593
2014	Commd1	1592
2015	Pcmtd2	1592
2016	Rap1a	1592
2017	Rps4x	1592
2018	Dhx30	1591
2019	Gm1821_loc1	1591
2020	Smpd3	1591
2021	Gspt1	1591
2022	Fyn	1590
2023	Nfic	1590
2024	Fam188a	1590
2025	Sra1	1590
2026	Tmed9	1590
2027	Nfu1	1590
2028	Ict1	1590
2029	Map2k4	1589
2030	Nipsnap1	1589
2031	Plxna2	1589
2032	Rab3c	1588
2033	Plekha1	1588
2034	Opcml	1588
2035	Rfc1	1587
2036	Gpatch11	1585
2037	Mfn2	1585
2038	Wdr33	1585
2039	Wdr61	1585
2040	2700089E24Rik	1585
2041	Etv1	1585
2042	Eml1	1584
2043	Vta1	1584
2044	Tmed5	1584
2045	Strap	1584
2046	Rasa1	1584
2047	Hspa4l	1583
2048	Rcn2	1583
2049	Sec14l1	1583
2050	Ckap5	1583
2051	Gna11	1582
2052	B4galt6	1582
2053	Brwd1	1582
2054	Cnrip1	1582
2055	Ssbp2	1582
2056	1500011B03Rik	1582
2057	Myo18a	1581
2058	Gm14305	1581
2059	Whsc1	1581
2060	Fry	1579
2061	Rpl29	1579
2062	Tgs1	1579
2063	Foxg1	1578
2064	Dip2b	1577
2065	Carkd	1577
2066	Crbn	1577
2067	Desi1	1577
2068	BC003331	1577
2069	Timm10	1576
2070	Ndufaf3	1576
2071	Htatsf1	1575
2072	Itpa	1575
2073	Lcmt1	1575
2074	Supt16	1574
2075	Dusp6	1574
2076	Asrgl1	1574
2077	Trim44	1573
2078	Nlk	1573
2079	8430419L09Rik	1573
2080	Ppm1a	1573
2081	Yaf2	1572
2082	Polr2i	1572
2083	Eif4e	1572
2084	Txndc16	1571
2085	Ppp1r2	1571
2086	Git1	1571
2087	Mga	1571
2088	Dner	1570
2089	Mllt4	1570
2090	Btg1	1570
2091	Lyrm2	1569
2092	Wdfy1	1569
2093	Snrpb	1569
2094	Dmd	1569
2095	Chchd10	1568
2096	Agap1	1568
2097	Sin3b	1568
2098	Adnp	1567
2099	Adk	1567
2100	Tspan2	1567
2101	Ptbp2	1567
2102	Socs7	1567
2103	Tmem181c-ps	1566
2104	Appbp2	1566
2105	Sv2b	1566
2106	Cox20	1566
2107	Rpp21	1565
2108	Elavl1	1564
2109	Gabra4	1564
2110	Pcdh7	1564
2111	Golga4	1564
2112	Ociad2	1563
2113	Neo1	1563
2114	Endod1	1563
2115	Acat2	1563
2116	Mfap1b	1562
2117	Slc25a11	1562
2118	Tmx1	1561
2119	Reps2	1560
2120	Plekhb2	1560
2121	Ccdc59	1560
2122	Eef1a2	1559
2123	Wdr45b	1559
2124	Astn1	1559
2125	Dnm3	1559
2126	Ptprg	1559
2127	Dcun1d1	1558
2128	Lin7c	1558
2129	Pnpla8	1558
2130	2610017I09Rik	1558
2131	Ccdc55	1557
2132	Tpp2	1557
2133	Zfp292	1556
2134	Sept6	1556
2135	Mapk8	1556
2136	Gpr22	1555
2137	Khdrbs3	1555
2138	Glud1	1555
2139	Mrpl52	1555
2140	Ppa1	1554
2141	Rnf34	1554
2142	Sec11a	1554
2143	Srgap3	1553
2144	Fgfr1op2	1553
2145	Ddx42	1552
2146	Smap1	1552
2147	Impa1	1552
2148	Usp2	1551
2149	Abcc5	1551
2150	Rsl1d1	1550
2151	Rab11fip2	1549
2152	Os9	1549
2153	Ifi27	1549
2154	Fkbp4	1548
2155	Sh2b1	1548
2156	Arpc5l	1548
2157	Pum2	1548
2158	Tmem128	1547
2159	Cyp51	1547
2160	Nae1	1547
2161	Snrk	1547
2162	Agpat1	1546
2163	Dhrs7	1546
2164	Lancl2	1546
2165	Ncan	1545
2166	AI593442	1545
2167	Tra2a	1545
2168	Mkl2	1544
2169	Mpp5	1544
2170	Acyp2	1544
2171	Armc8	1544
2172	Casc4	1543
2173	Pigq	1543
2174	Mrps12	1543
2175	Usp48	1542
2176	Dram2	1542
2177	Pa2g4	1542
2178	Coq7	1542
2179	Mkrn1	1542
2180	Mgat3	1542
2181	Upf2	1541
2182	Usp5	1541
2183	Snx10	1541
2184	Nell2	1541
2185	Snn	1539
2186	Mapk8ip2	1539
2187	Herc3	1539
2188	Iqsec1	1538
2189	Tmf1	1538
2190	Rbm28	1537
2191	Scfd1	1537
2192	Arid1a	1537
2193	Zdhhc17	1537
2194	Eapp	1536
2195	Camk4	1535
2196	Rasgrf1	1535
2197	Dlg1	1535
2198	Impdh2	1535
2199	Dnajc10	1535
2200	Hiat1	1535
2201	Nalcn	1535
2202	Wsb1	1535
2203	Ap3m2	1535
2204	l7Rn6	1535
2205	Ubn2	1534
2206	Fzd3	1534
2207	Hist1h2bc	1534
2208	Elovl5	1533
2209	Gars	1533
2210	Ppp2r5e	1532
2211	Srsf6	1532
2212	Psmc1	1532
2213	Idh1	1532
2214	Lrrtm2	1531
2215	Rab12	1531
2216	Cdadc1	1531
2217	Ralgds	1531
2218	Dock3	1531
2219	Arel1	1531
2220	Polr3k	1530
2221	Ptprf	1529
2222	Cwf19l2	1529
2223	Chst2	1529
2224	Tbrg1	1528
2225	Nf2	1528
2226	Large	1527
2227	Ccser2	1527
2228	Adam11	1526
2229	Elmo2	1526
2230	Gpbp1	1526
2231	Slc6a8	1526
2232	Gas6	1526
2233	Ubn1	1525
2234	Edil3	1525
2235	1500012F01Rik	1525
2236	Uba2	1524
2237	Clstn3	1524
2238	Zswim8	1523
2239	Slc30a9	1523
2240	2210013O21Rik	1523
2241	Copz1	1523
2242	Taf1	1523
2243	Snx27	1523
2244	Myl12a	1523
2245	Pik3ca	1522
2246	Lrrc4c	1521
2247	Chchd6	1520
2248	Dlg3	1520
2249	Ppp1cc	1520
2250	Sprn	1520
2251	Idi1	1520
2252	9330159F19Rik	1519
2253	Magi2	1518
2254	Dhx15	1517
2255	Txndc15	1517
2256	Haghl	1517
2257	Ctcf	1517
2258	Bzw2	1516
2259	Nomo1	1515
2260	Smim14	1515
2261	Asap1	1515
2262	Syf2	1515
2263	N4bp2l2	1515
2264	Zfp644	1514
2265	Gng12	1514
2266	Kdsr	1514
2267	Cand1	1514
2268	Mrpl12	1514
2269	Prpf8	1514
2270	Prex1	1513
2271	Ramp1	1513
2272	Prelid1	1512
2273	Slc25a44	1511
2274	Ntrk3	1511
2275	Cryab	1511
2276	Leprotl1	1511
2277	Mrpl23	1511
2278	Unc13a	1511
2279	Fgf12	1511
2280	Tom1l2	1511
2281	Lars	1510
2282	Cdkn2d	1509
2283	6330403K07Rik	1509
2284	Tprgl	1509
2285	Rnf145	1509
2286	Ssbp3	1509
2287	Pgbd5	1508
2288	Srsf2	1508
2289	Nrp1	1508
2290	Sez6	1508
2291	Khdrbs1	1508
2292	Psmg2	1508
2293	Fbxo25	1507
2294	Trim8	1507
2295	Nfyb	1507
2296	Farsb	1507
2297	Gnptg	1506
2298	Spin1	1506
2299	Ttc5	1506
2300	Tmed4	1506
2301	Lynx1	1506
2302	Dag1	1506
2303	Thoc1	1505
2304	Crim1	1505
2305	Jmjd1c	1505
2306	Rasal2	1505
2307	Ndufaf4	1505
2308	Dixdc1	1504
2309	Mrpl34	1504
2310	Dcaf8	1504
2311	Acyp1	1504
2312	Kif2a	1503
2313	Rad23b	1503
2314	Guk1	1503
2315	Rere	1502
2316	Hadhb	1502
2317	Dennd5b	1502
2318	Thyn1	1502
2319	Ubr5	1502
2320	Cap2	1501
2321	Lgi1	1501
2322	Nrsn1	1501
2323	Yars	1501
2324	Dap3	1500
2325	Txnl4a	1500
2326	Papola	1500
2327	Ralbp1	1500
2328	2410018M08Rik	1500
2329	Tmbim4	1500
2330	BC018242	1500
2331	Gorasp2	1499
2332	H2afy	1499
2333	Plekhg5	1499
2334	Dbn1	1499
2335	Rpl7a	1499
2336	Gpd1	1499
2337	Cox16	1499
2338	Tmem179	1499
2339	Sms	1499
2340	Cpne6	1499
2341	Usp16	1498
2342	Caskin1	1498
2343	Taok2	1498
2344	Nhp2	1497
2345	Elovl4	1497
2346	1110057K04Rik	1497
2347	Ing4	1497
2348	Clptm1l	1497
2349	Dnajc15	1496
2350	Fam63b	1496
2351	Baz2b	1496
2352	Map7	1496
2353	Pink1	1496
2354	Inf2	1496
2355	Pdhx	1496
2356	Tmem199	1495
2357	Slc27a4	1495
2358	Ccdc28b	1495
2359	Golga2	1495
2360	Phf5a	1494
2361	Immp1l	1494
2362	Chmp1a	1494
2363	2610001J05Rik	1494
2364	Camkk2	1494
2365	Pcsk1n	1494
2366	Uba5	1493
2367	Chtop	1493
2368	Adam23	1493
2369	Ten1	1493
2370	Ythdc1	1492
2371	Akap2	1492
2372	Dkk3	1491
2373	Pank3	1491
2374	Hsd17b10	1491
2375	Pdcd4	1490
2376	D5Ertd579e	1490
2377	Stxbp5	1489
2378	Ppme1	1489
2379	Madd	1489
2380	Cbr1	1489
2381	Rgs2	1489
2382	Wdr82	1489
2383	Cyp46a1	1489
2384	H2-Ke2	1489
2385	Ufl1	1488
2386	Wdr13	1487
2387	AI314180	1487
2388	Zfp106	1487
2389	Sorbs1	1486
2390	Ptk2b	1485
2391	Ube2h	1485
2392	Atp1a2	1485
2393	Hif1a	1483
2394	Mdp1	1483
2395	Faim2	1482
